GlobalLeftX,GlobalLeftY,GlobalRightX,GlobalRightY
12017,5532,12142,5507
12053,5493,12181,5467
11943,5481,12041,5445
11985,5177,12104,5146
11461,5714,11566,5705
11485,5792,11592,5777
11625,5825,11734,5794
11566,5719,11674,5687
12092,5586,12235,5569
12011,5616,12149,5583
12085,5738,12230,5729
11529,5144,11580,5151
11459,6107,11554,6098
11534,6002,11660,5984
11655,6065,11779,6058
11718,6002,11851,5971
11779,5609,11863,5570
11580,5626,11690,5581
13091,5857,13238,5846
13041,5773,13172,5717
12698,5911,12831,5894
12859,5887,12999,5869
12523,5820,12661,5831
12806,5771,12952,5785
12520,5745,12651,5761
12789,5712,12936,5714
12758,5595,12924,5625
12890,5929,13041,5913
12992,5901,13145,5876
13111,5654,13263,5584
13086,5343,13224,5329
12938,5399,13083,5376
12546,5593,12644,5612
12953,5265,13081,5233
12939,5235,13067,5188
12497,5642,12620,5668
12536,5467,12614,5523
12412,5354,12422,5397
12419,5425,12473,5474
12586,5350,12627,5361
17837,6058,18040,6091
17857,5577,18077,5572
17783,5630,17995,5633
17734,5520,17944,5530
17797,5481,18030,5476
17638,5376,17855,5383
17698,5338,17956,5343
17996,6011,18225,6040
17650,6082,17881,6105
17935,5810,18136,5834
17509,5174,17722,5188
17558,5443,17750,5446
17783,5862,17975,5887
17715,5715,17925,5743
17615,5930,17844,5922
17528,5717,17781,5722
17467,5647,17731,5635
17430,5733,17694,5708
18692,5853,18942,5890
18713,5827,18952,5859
18692,6081,18954,6056
18746,6107,19012,6095
18660,6140,18898,6123
18627,5983,18856,5995
18517,5965,18751,5976
18739,5876,18982,5897
18764,5841,18994,5869
19111,5860,19363,5902
19230,5923,19438,6007
21075,5988,21400,6088
21060,6021,21392,6124
20757,5878,21077,5988
20740,5911,21065,6021
20625,5834,20899,5916
20614,5860,20881,5944
20922,5932,21236,6039
20911,5962,21222,6074
20693,5853,20992,5951
20686,5883,20983,5983
20850,5913,21159,6009
20839,5941,21154,6044
20995,5962,21311,6070
20990,5991,21306,6105
20661,5845,20957,5939
20652,5878,20944,5967
20722,5869,21033,5974
20712,5895,21028,6004
20810,5897,21128,5998
20801,5922,21119,6033
20964,5950,21275,6054
20955,5979,21266,6093
22066,5614,22334,5687
22119,5663,22417,5757
22129,5569,22437,5630
22154,5609,22465,5679
22136,5638,22435,5714
22084,5803,22361,5874
22159,5763,22444,5825
22182,5801,22468,5876
22145,5792,22431,5860
22019,5604,22304,5687
21932,5605,22202,5682
22022,5642,22307,5719
21932,5640,22195,5719
22021,5673,22306,5756
21933,5679,22202,5754
21879,5633,22162,5712
21773,5621,22047,5705
21883,5518,22173,5597
21877,5576,22166,5661
21774,5569,22043,5649
21830,5546,22098,5621
22049,5943,22332,6032
21951,5962,22222,6051
22061,5974,22339,6067
21947,5993,22225,6086
22070,6004,22332,6093
21949,6035,22225,6124
22751,5804,23003,5860
22721,5871,22977,5967
22680,5862,22933,5943
22707,5735,22970,5806
22844,5317,23111,5394
22854,5289,23118,5352
22809,5279,23076,5345
22802,5319,23073,5387
23085,5324,23380,5396
23113,5326,23408,5399
23085,5352,23384,5434
23118,5361,23413,5443
22964,5350,23251,5431
22968,5303,23256,5380
23034,5347,23326,5431
23034,5317,23326,5390
22915,5324,23188,5408
22922,5294,23190,5371
22798,5539,23059,5626
22760,5530,23022,5616
22819,5438,23083,5520
22783,5429,23040,5509
22774,5665,23029,5743
22741,5630,22999,5703
5721,5745,5771,5618
5773,5738,5806,5619
5726,5784,5777,5658
5322,6077,5350,5972
5397,6014,5431,5918
5479,6117,5481,6014
5740,6056,5785,5939
5958,5950,6051,5883
5848,5883,5918,5777
5880,5832,5943,5729
5815,5411,5855,5249
5880,5465,5911,5301
5841,5544,5887,5401
5839,5572,5888,5432
5876,5544,5916,5410
5784,5839,5850,5714
5825,5791,5874,5673
5853,5357,5901,5207
5923,5425,5964,5259
5955,5652,5991,5507
5976,5623,6014,5476
6028,5694,6068,5539
6778,5574,6830,5453
6839,5411,6900,5280
6872,5431,6940,5313
6895,5614,6932,5509
6939,5640,6998,5541
6991,5665,7049,5569
7077,5539,7155,5422
6944,5474,7008,5345
6972,5486,7042,5368
6995,5499,7064,5380
7024,5514,7092,5396
7047,5530,7124,5408
6666,5911,6713,5813
6612,5873,6659,5773
6563,5836,6614,5731
6495,5792,6561,5691
6437,5768,6500,5651
6392,5712,6456,5611
6341,5675,6381,5565
6820,5857,6870,5754
6752,5810,6825,5717
6642,5736,6731,5642
6577,5700,6654,5591
6521,5656,6593,5549
6696,5771,6783,5691
6469,5618,6524,5500
6177,5294,6234,5172
6996,6000,7052,5915
7007,6142,7059,6058
6876,5930,6930,5841
6898,6074,6946,5991
6661,6131,6717,6074
6708,6088,6781,6004
6168,5827,6201,5703
6332,5962,6406,5873
6502,6091,6565,5990
6367,5923,6437,5846
6524,6058,6593,5958
7456,5995,7508,5925
7169,5738,7215,5644
7379,5733,7423,5633
7615,5472,7674,5373
7783,5618,7856,5542
7713,5672,7776,5577
7547,5890,7617,5811
7358,6014,7398,5929
7288,5950,7335,5864
7332,5901,7375,5820
7407,5967,7442,5894
7260,5916,7311,5829
7307,5867,7347,5791
7877,5366,7961,5324
7935,5348,8057,5303
7608,5265,7664,5177
7274,5735,7327,5651
7606,5359,7671,5282
7594,5808,7681,5712
7545,5859,7613,5771
7498,5597,7543,5523
7388,5500,7428,5425
7236,5312,7307,5205
7222,5890,7271,5799
7269,5848,7311,5756
7190,5866,7241,5771
7227,5822,7286,5731
7206,5796,7253,5707
7805,5537,7873,5462
7887,5516,7952,5448
19852,6683,20099,6769
19828,6696,20067,6776
19800,6619,20037,6694
19857,6580,20107,6664
19826,6561,20076,6642
19796,6556,20034,6635
19775,6301,20006,6385
19800,6388,20029,6455
19856,6813,20085,6879
19842,6881,20090,6954
19835,6942,20065,7005
19978,6708,20191,6774
20041,6701,20284,6778
19980,6734,20195,6808
20048,6738,20280,6806
19980,6666,20207,6724
20046,6668,20280,6736
19499,6649,19754,6718
19501,6708,19777,6780
19480,6732,19740,6815
19999,6537,20214,6605
20050,6537,20286,6603
20646,6853,20873,6940
20635,6891,20852,6988
20745,6890,21019,6975
20735,6930,20995,7021
21012,6954,21269,7049
21037,6921,21292,7022
21049,6890,21299,6986
21168,6958,21434,7070
21175,6926,21449,7043
21086,6147,21344,6234
21151,6175,21414,6262
20911,6503,21166,6593
20831,6456,21047,6556
21112,6912,21378,7021
20878,6926,21131,7010
20801,6711,21067,6781
20724,6683,20946,6760
21002,6320,21259,6416
20860,6601,21126,6689
20777,6572,20995,6662
21042,6227,21313,6315
20960,6406,21222,6498
20770,6808,21047,6865
22742,6741,23034,6842
22767,6753,23067,6863
22727,6767,23013,6888
22748,6790,23048,6905
22912,6863,23143,6953
22945,6846,23179,6923
22900,6813,23134,6884
22884,6834,23120,6925
23120,6977,23401,7105
23139,6956,23422,7087
23141,6995,23419,7140
23162,6979,23448,7122
23034,6846,23247,6965
23057,6830,23289,6933
22657,6835,22914,6982
22685,6856,22950,7003
22714,6822,23006,6956
22694,6799,22973,6932
22615,6687,22889,6778
22601,6717,22873,6813
16570,7255,16759,7276
16522,7250,16677,7276
16457,7250,16612,7271
16696,7419,16852,7461
16780,7440,16937,7468
16843,7181,17009,7211
16854,7486,17011,7522
16960,7293,17124,7334
17000,7293,17179,7340
16625,7185,16801,7215
16570,7180,16729,7215
16597,7195,16771,7225
16539,7229,16714,7257
16399,7237,16544,7264
16544,7935,16689,7994
16614,7954,16768,7998
16792,7947,16943,8012
16777,7980,16929,8045
16923,8050,16969,7250
21725,7368,21972,7482
21788,7400,22052,7517
21846,7919,22087,8048
21907,7931,22150,8053
21844,7957,22089,8080
21914,7966,22155,8085
22094,7931,22327,8025
22119,7928,22358,8024
22092,7966,22321,8062
22124,7966,22368,8062
21531,7821,21780,7936
21706,7839,21940,7961
21530,7788,21778,7900
21701,7804,21954,7921
21537,7751,21781,7856
21704,7774,21965,7893
21549,7721,21797,7825
21570,7671,21808,7790
21715,7713,21967,7826
21584,7631,21825,7737
21715,7662,21972,7783
21605,7594,21851,7700
21724,7624,21998,7748
6269,7519,6282,7484
6339,7382,6364,7351
6180,7290,6175,7264
6257,7335,6269,7307
6306,7456,6325,7416
6385,7288,6407,7241
6537,7265,6565,7244
6589,7290,6614,7267
6647,7320,6669,7288
6537,7520,6594,7445
6486,7489,6528,7421
6449,7491,6455,7447
6524,7550,6530,7517
6598,7611,6600,7580
6280,7985,6283,7949
6198,7919,6217,7900
6449,7793,6467,7746
6360,7886,6381,7839
6524,7695,6538,7666
6177,7475,6189,7424
24631,8662,24897,8856
24610,8681,24873,8870
24595,8705,24857,8890
24588,8730,24845,8917
24735,8744,25004,8936
24712,8765,24972,8952
24677,8772,24948,8966
24652,8786,24920,8973
24923,8752,25205,8959
24836,8765,25112,8973
24769,8787,25033,8981
24775,8826,25054,9016
24696,8857,24969,9036
24752,8843,25025,9025
24776,8887,25049,9074
24804,8672,25082,8870
24773,8669,25047,8870
24852,8807,25124,8999
24902,8726,25192,8931
24731,8705,24993,8896
20618,9548,20831,9654
20616,9607,20819,9722
20658,9579,20860,9694
20675,9558,20895,9670
20950,9284,21171,9395
20976,9266,21189,9371
21236,9409,21483,9542
20787,9425,21018,9532
20869,9348,21081,9476
20729,9490,20948,9595
20908,9315,21123,9443
20834,9387,21053,9506
20757,9455,20990,9565
20698,9520,20922,9630
20555,9609,20761,9649
20555,9542,21329,9479
21018,9319,21252,9432
21178,9376,21423,9520
21042,9296,21280,9402
21697,9390,21919,9497
22050,9409,22257,9525
22176,9423,22402,9574
21863,9392,22087,9511
21961,9397,22175,9523
21767,9392,22000,9504
21830,9394,22054,9506
21919,9392,22138,9514
22012,9408,22225,9530
21736,9390,21963,9502
5673,9785,5661,9719
5680,9731,5666,9673
5752,9733,5735,9684
5752,9815,5729,9771
5887,9736,5871,9700
5888,9672,5862,9614
5682,9666,5673,9603
5895,9612,5869,9558
6054,9663,6037,9617
6047,9733,6033,9679
6056,9609,6044,9561
5717,9490,5700,9430
5696,9334,5666,9273
5808,9355,5798,9303
5750,9343,5735,9287
5443,9775,5404,9734
5438,9687,5418,9626
5446,9631,5432,9548
5249,9673,5216,9602
5252,9741,5205,9680
5249,9834,5203,9782
5315,9846,5282,9780
5313,9750,5277,9682
6589,9689,6580,9631
6439,9663,6411,9596
6465,9525,6437,9478
6612,9553,6607,9514
6456,9495,6442,9448
6628,9530,6614,9481
6619,9579,6615,9549
6822,9612,6811,9582
6832,9570,6818,9534
6842,9514,6830,9486
6643,9479,6622,9443
6247,9462,6222,9409
6241,9507,6219,9458
6259,9404,6227,9350
6465,9434,6456,9404
6933,10047,6926,9998
6981,9988,6974,9946
6905,10098,6872,10047
6989,9935,6974,9890
6729,9551,6711,9513
6722,9600,6710,9570
6741,9500,6727,9465
6353,9472,6334,9427
6341,9521,6334,9479
6364,9430,6341,9375
6610,9626,6594,9579
6523,9679,6498,9605
6451,9593,6430,9528
6551,9542,6533,9492
6213,9675,6192,9593
